month,yield,series,mean,median,real_yield,series2
2019-09-30,NA,Excess return,NA,NA,10.460852948747771,Excess return
2019-12-31,NA,Excess return,NA,NA,10.103950316985665,Excess return
2020-03-31,NA,Excess return,NA,NA,10.78311487199051,Excess return
2020-06-30,NA,Excess return,NA,NA,11.09680158475408,Excess return
2020-09-30,NA,Excess return,NA,NA,12.592351696337797,Excess return
2020-12-31,NA,Excess return,NA,NA,11.99425784594272,Excess return
2021-03-31,NA,Excess return,NA,NA,13.11431248323587,Excess return
2021-06-30,NA,Excess return,NA,NA,14.920863726332911,Excess return
2021-09-30,NA,Excess return,NA,NA,15.202128559374868,Excess return
2021-12-31,NA,Excess return,NA,NA,14.82931322352967,Excess return
2022-03-31,NA,Excess return,NA,NA,13.626596110800165,Excess return
2022-06-30,NA,Excess return,NA,NA,12.715540372076417,Excess return
2022-09-30,NA,Excess return,NA,NA,NA,Excess return
2022-12-31,NA,Excess return,NA,NA,NA,Excess return
2023-03-31,NA,Excess return,NA,NA,NA,Excess return
2023-06-30,NA,Excess return,NA,NA,NA,Excess return
2023-08-31,NA,Excess return,NA,NA,NA,Excess return
